Source,Target,Airline;Price
HKG,PVG,HDA;89,9
HKG,PVG,CES;72,93
HKG,SFO,AAL;6,93
HKG,SFO,AIC;54,91
HKG,SFO,CPA;11,27
HKG,SFO,SIA;42,48
HKG,SFO,UAL;50,6
HKG,SFO,USA;33,56
HKG,LAX,AAL;90,64
HKG,LAX,CPA;70,99
HKG,EWR,AAL;71,75
HKG,EWR,CPA;92,56
HKG,EWR,UAL;53,51
HKG,JFK,AAL;88,2
HKG,JFK,CPA;33,42
HKG,ORD,AAL;58,38
HKG,ORD,CPA;50,87
HKG,ORD,UAL;57,65
HKG,BKK,CPA;0,32
HKG,BKK,UAE;48,24
HKG,BKK,ETD;77,97
HKG,BKK,CRK;95,21
HKG,BKK,KQA;11,37
HKG,BKK,MDG;44,21
HKG,BKK,OEA;84,86
HKG,BKK,BKP;46,74
HKG,BKK,RJA;58,73
HKG,BKK,THA;30,84
HKG,BKK,THY;90,21
HKG,BKK,ALK;20,93
HKG,SUB,CPA;36,5
HKG,ICN,JJA;27,47
HKG,ICN,AIC;71,03
HKG,ICN,CPA;20,89
HKG,ICN,ETH;73,14
HKG,ICN,KAL;98,36
HKG,ICN,JNA;76,46
HKG,ICN,AAR;11,6
HKG,ICN,THA;8,24
HKG,ICN,HKE;97,61
HKG,ICN,ESR;2,72
HKG,CNX,CPA;71,44
HKG,CNX,AIQ;1,12
HKG,CNX,HDA;11,7
HKG,CNX,HKE;48,13
HKG,DPS,CPA;7,69
HKG,DPS,GIA;5,35
HKG,DPS,CRK;77,76
HKG,DPS,HDA;95,79
HKG,DPS,MDL;0,25
HKG,NGO,CPA;0,67
HKG,NGO,JAL;49,88
HKG,NGO,ANA;17,14
HKG,KIX,AIC;81,19
HKG,KIX,CPA;69,33
HKG,KIX,JAL;31,62
HKG,KIX,ANA;8,48
HKG,KIX,HKE;47,4
HKG,DME,CPA;47,22
HKG,DME,SBI;46,41
HKG,DME,TSO;28,92
HKG,SYX,CPA;48,51
HKG,SYX,CRK;22,98
HKG,SYX,HDA;16,65
HKG,LJG,CES;83,62
HKG,OVB,SBI;65,7
HKG,INC,CES;97,09
HKG,TNA,CES;88,05
HKG,HAK,CPA;79,25
HKG,HAK,CHH;69,98
HKG,HAK,CRK;47,75
HKG,HAK,HDA;34,36
HKG,CRK,CEB;60,35
HKG,CRK,SRQ;82,39
HKG,CRK,HDA;64,44
HKG,SHE,CSN;15,67
HKG,XUZ,CRK;70,63
HKG,CEB,CEB;18,48
HKG,CEB,CPA;60,8
HKG,CEB,PAL;86,42
HKG,SWA,CSN;46,49
HKG,MXZ,CSN;47,81
HKG,ZHA,CSC;40,53
HKG,YIH,CSC;79,8
HKG,LYG,CES;70,77
HKG,JJN,CXA;83,61
HKG,JJN,CSZ;33,03
HKG,WUX,CES;81,64
HKG,WUS,CXA;69,66
HKG,WNZ,CPA;72,52
HKG,WNZ,HDA;25,54
HKG,WNZ,CES;43,94
HKG,YNZ,CES;39,47
HKG,HIA,CES;77,39
AGR,BOM,AIC;33,57
AGR,HJR,AIC;7,54
IXD,BOM,AIC;91,9
IXD,DEL,AIC;66,89
ATQ,DOH,QTR;70,76
ATQ,ASB,TUA;7,4
ATQ,TAS,UZB;40,54
ATQ,BOM,SEJ;9,55
ATQ,DEL,JAI;37,09
ATQ,DEL,AIC;26,49
ATQ,DEL,RSH;76,07
ATQ,DEL,SEJ;99,17
ATQ,SXR,SEJ;0,59
VNS,BOM,AIC;81,82
VNS,CCU,JAI;22,68
VNS,CCU,RSH;99,74
VNS,AGR,AIC;34,81
VNS,DEL,IGO;88,06
VNS,DEL,JAI;30
VNS,DEL,AIC;86,09
VNS,DEL,RSH;47,67
VNS,DEL,SEJ;99,24
VNS,KTM,AIC;1,64
KUU,DEL,AIC;27,81
IXC,BOM,IGO;84,5
IXC,BOM,JAI;29,91
IXC,BOM,GOW;97,08
IXC,BOM,RSH;3,78
IXC,DEL,JAI;95,61
IXC,DEL,AIC;93,97
IXC,DEL,RSH;5,63
IXC,DEL,SEJ;91,05
IXC,SXR,SEJ;20,42
DED,DEL,JAI;80,04
DED,DEL,AIC;94,98
DED,DEL,RSH;50,05
DED,DEL,SEJ;61,97
DED,LKO,AIC;2,23
DEL,BRU,JAI;87,2
DEL,BRU,ACA;21,5
DEL,BRU,DAT;87,56
DEL,FRA,AIC;35,05
DEL,FRA,DLH;88,13
DEL,MUC,AIC;6,5
DEL,MUC,DLH;12,74
DEL,HEL,FIN;31,23
DEL,BHX,AIC;67,79
DEL,LHR,JAI;96,75
DEL,LHR,AAL;80,73
DEL,LHR,AIC;31,65
DEL,LHR,BAW;37,74
DEL,LHR,VIR;5,49
DEL,AMS,KLM;63,85
DEL,MRU,AIC;0,71
DEL,MRU,MAU;77,99
DEL,ADD,AIC;26,86
DEL,ADD,ETH;47,23
DEL,CDG,AFR;11,19
DEL,CDG,AIC;2,17
DEL,FCO,AZA;99,46
DEL,FCO,CAL;88,67
DEL,VIE,AIC;61,67
DEL,VIE,AUA;65,2
DEL,ZRH,AIC;31,16
DEL,ZRH,SWR;45,16
DEL,IST,AIC;96,02
DEL,IST,THY;12,29
DEL,KBL,AIC;19,59
DEL,KBL,AFG;60,44
DEL,KBL,KMF;81,14
DEL,KBL,SEJ;36,9
DEL,KDH,AFG;6
DEL,BAH,AIC;24,89
DEL,BAH,GBA;13,59
DEL,DMM,JAI;67,6
DEL,DMM,AIC;28,54
DEL,DMM,SVA;89,02
DEL,JED,AIC;47,32
DEL,JED,SVA;87,62
DEL,RUH,AIC;66,91
DEL,RUH,SVA;94,63
DEL,AMM,RJA;58,86
DEL,KWI,KAC;98,2
DEL,AUH,JAI;15,76
DEL,AUH,AZA;19,66
DEL,AUH,ETD;80,52
DEL,DXB,IGO;75,79
DEL,DXB,JAI;55,72
DEL,DXB,AIC;49,03
DEL,DXB,UAE;3,3
DEL,DXB,SEJ;23,83
DEL,SHJ,ABY;42,51
DEL,MCT,AIC;45,58
DEL,MCT,OMA;74,42
DEL,KHI,PIA;45,95
DEL,LHE,PIA;87,09
DEL,DOH,JAI;8,3
DEL,DOH,QTR;37,31
DEL,TPE,AZA;95,8
DEL,TPE,CAL;19,06
DEL,NRT,AIC;83,93
DEL,NRT,JAL;8,9
DEL,NRT,ANA;15,91
DEL,ALA,KZR;4,97
DEL,ASB,TUA;13,49
DEL,TAS,UZB;75,42
DEL,SVO,AFL;54,76
DEL,AMD,IGO;8,93
DEL,AMD,JAI;30,44
DEL,AMD,AIC;85,35
DEL,AMD,GOW;64,4
DEL,AMD,RSH;94,21
DEL,AMD,SEJ;20,29
DEL,IXU,AIC;78,22
DEL,IXU,SEJ;66,26
DEL,BOM,IGO;99,31
DEL,BOM,JAI;99,41
DEL,BOM,AIC;19,29
DEL,BOM,GOW;13,3
DEL,BOM,RSH;52,81
DEL,BOM,SEJ;65,33
DEL,BDQ,IGO;82,32
DEL,BDQ,AIC;4,17
DEL,BHO,JAI;89,47
DEL,BHO,AIC;47,8
DEL,BHO,RSH;92,03
DEL,GOI,IGO;94,97
DEL,GOI,GOW;70,24
DEL,GOI,SEJ;37,26
DEL,IDR,IGO;83,7
DEL,IDR,JAI;70,62
DEL,IDR,AIC;4,7
DEL,IDR,RSH;4,43
DEL,IDR,SEJ;34,63
DEL,JLR,AIC;29,11
DEL,JLR,SEJ;74,62
DEL,NAG,IGO;33,24
DEL,NAG,AIC;28,09
DEL,NAG,GOW;23,17
DEL,PNQ,IGO;38,13
DEL,PNQ,JAI;95,86
DEL,PNQ,AIC;68,67
DEL,PNQ,GOW;7,66
DEL,PNQ,RSH;3,37
DEL,PNQ,SEJ;51,26
DEL,RPR,IGO;17,61
DEL,RPR,JAI;76,79
DEL,RPR,RSH;80,13
DEL,STV,AIC;19,33
DEL,STV,SEJ;95,1
DEL,UDR,JAI;42,92
DEL,UDR,AIC;54,8
DEL,UDR,RSH;12,48
DEL,UDR,SEJ;79,14
DEL,CMB,AIC;72,75
DEL,CMB,LPR;63,79
DEL,CMB,ALK;55
DEL,IXB,IGO;6,19
DEL,IXB,JAI;7,61
DEL,IXB,AIC;74,64
DEL,IXB,GOW;46,49
DEL,IXB,RSH;30,76
DEL,IXB,SEJ;48,58
DEL,BBI,IGO;51,84
DEL,BBI,AIC;36,94
DEL,CCU,IGO;74,93
DEL,CCU,JAI;51,01
DEL,CCU,AIC;37,01
DEL,CCU,GOW;95
DEL,CCU,RSH;28,74
DEL,CCU,SEJ;28,28
DEL,PAT,IGO;26,45
DEL,PAT,JAI;68,49
DEL,PAT,AIC;66,97
DEL,PAT,GOW;0,85
DEL,PAT,RSH;64,7
DEL,IXR,IGO;85,39
DEL,IXR,JAI;36,2
DEL,IXR,AIC;65,48
DEL,IXR,GOW;97,97
DEL,IXR,RSH;32,88
DEL,VTZ,AIC;72,43
DEL,DAC,JAI;25,96
DEL,DAC,AIC;67,22
DEL,DAC,BBC;17,25
DEL,HKG,JAI;5,84
DEL,HKG,AIC;64,1
DEL,HKG,CPA;20,46
DEL,HKG,ETD;85,95
DEL,HKG,AAR;89,82
DEL,IXD,AIC;56,9
DEL,ATQ,JAI;65,69
DEL,ATQ,AIC;34,85
DEL,ATQ,RSH;25,65
DEL,ATQ,SEJ;17,54
DEL,VNS,IGO;39,23
DEL,VNS,JAI;21,11
DEL,VNS,AIC;16,33
DEL,VNS,RSH;24,45
DEL,VNS,SEJ;17,7
DEL,KUU,AIC;10,14
DEL,IXC,JAI;31,5
DEL,IXC,AIC;83,83
DEL,IXC,RSH;78,63
DEL,IXC,SEJ;52,35
DEL,DED,JAI;63,42
DEL,DED,AIC;44,78
DEL,DED,RSH;91,13
DEL,DED,SEJ;38,56
DEL,JDH,JAI;52,73
DEL,JDH,AIC;13,41
DEL,JDH,RSH;26,31
DEL,JAI,JAI;58,17
DEL,JAI,AIC;17,4
DEL,JAI,RSH;8,27
DEL,JAI,SEJ;38,62
DEL,IXJ,IGO;91,06
DEL,IXJ,JAI;45,91
DEL,IXJ,AIC;81,51
DEL,IXJ,GOW;55,72
DEL,IXJ,RSH;67,15
DEL,IXJ,SEJ;87,34
DEL,KNU,AIC;59,82
DEL,LUH,AIC;19,41
DEL,IXL,JAI;54,64
DEL,IXL,AIC;27,57
DEL,IXL,GOW;59,8
DEL,IXL,RSH;91,66
DEL,LKO,IGO;96,42
DEL,LKO,JAI;65,77
DEL,LKO,AIC;87,48
DEL,LKO,GOW;32,32
DEL,LKO,RSH;69,84
DEL,LKO,SEJ;63,37
DEL,SXR,IGO;50,32
DEL,SXR,JAI;75,83
DEL,SXR,AIC;67,25
DEL,SXR,GOW;56,64
DEL,SXR,RSH;64,89
DEL,SXR,SEJ;18,35
DEL,KTM,IGO;39,65
DEL,KTM,JAI;64,93
DEL,KTM,AIC;55,98
DEL,KTM,DRK;10,26
DEL,KTM,SEJ;97,58
DEL,BLR,IGO;62,72
DEL,BLR,JAI;26,53
DEL,BLR,AIC;3,31
DEL,BLR,GOW;2,2
DEL,BLR,RSH;32,58
DEL,BLR,SEJ;48,76
DEL,CJB,IGO;75,57
DEL,COK,IGO;31,52
DEL,COK,AIC;94,49
DEL,HYD,IGO;58,71
DEL,HYD,JAI;65,38
DEL,HYD,AIC;65,65
DEL,HYD,RSH;99,89
DEL,HYD,SEJ;57,4
DEL,MAA,IGO;43,05
DEL,MAA,JAI;95,45
DEL,MAA,AIC;80,95
DEL,MAA,RSH;53,07
DEL,MAA,SEJ;72,64
DEL,KUL,JAI;9,85
DEL,KUL,MAS;60,36
DEL,KUL,MXD;29,54
DEL,SIN,JAI;60,74
DEL,SIN,AIC;40,43
DEL,SIN,GIA;81,71
DEL,SIN,SIA;74,8
DEL,MEL,AIC;71,2
DEL,SYD,AIC;9,15
DEL,PEK,CCA;5,07
DEL,CAN,CSN;46,76
DEL,PVG,AIC;89,97
DEL,PVG,CES;56,54
DEL,EWR,UAL;50,15
DEL,JFK,AIC;34,67
DEL,ORD,AIC;90,83
DEL,BKK,IGO;67
DEL,BKK,JAI;46,28
DEL,BKK,AIC;35,23
DEL,BKK,THA;13,64
DEL,ICN,AIC;94,75
DEL,ICN,AAR;50,3
DEL,NBO,KQA;34,53
DEL,IKA,IRM;74,83
DEL,GAU,IGO;15,21
DEL,GAU,JAI;67,82
DEL,GAU,AIC;3,42
DEL,GAU,GOW;86,85
DEL,GAU,RSH;59,65
DEL,GAU,SEJ;17,16
DEL,DIB,IGO;81,79
DEL,GOP,JAI;6,03
DEL,GOP,RSH;76,75
DEL,DHM,AIC;18,61
DEL,DHM,SEJ;87,95
GWL,BOM,AIC;86,12
JDH,BOM,JAI;21,59
JDH,BOM,AIC;51,96
JDH,BOM,RSH;77,37
JDH,DEL,JAI;46,47
JDH,DEL,AIC;14,14
JDH,DEL,RSH;28,51
JAI,AUH,ETD;2,19
JAI,SHJ,ABY;23,46
JAI,SHJ,AXB;42,39
JAI,MCT,OMA;54,19
JAI,AMD,IGO;93,8
JAI,BOM,IGO;90,21
JAI,BOM,JAI;6,67
JAI,BOM,AIC;58,69
JAI,BOM,GOW;63,66
JAI,BOM,RSH;73,95
JAI,CCU,IGO;80,28
JAI,DEL,JAI;35,74
JAI,DEL,AIC;90,22
JAI,DEL,RSH;99,14
JAI,DEL,SEJ;17
JAI,BLR,IGO;55,84
JAI,HYD,IGO;20,47
IXJ,BOM,GOW;3,05
IXJ,DEL,IGO;26,83
IXJ,DEL,JAI;22,42
IXJ,DEL,AIC;43,7
IXJ,DEL,GOW;51,76
IXJ,DEL,RSH;11,83
IXJ,DEL,SEJ;2,19
IXJ,IXL,AIC;91,24
IXJ,SXR,IGO;53,03
IXJ,SXR,AIC;8,79
IXJ,SXR,GOW;74,6
IXJ,SXR,SEJ;85,81
KNU,DEL,AIC;27,15
LUH,DEL,AIC;56,72
IXL,DEL,JAI;21,78
IXL,DEL,AIC;50,26
IXL,DEL,GOW;28,27
IXL,DEL,RSH;11,17
IXL,IXJ,AIC;57,7
IXL,SXR,AIC;28,41
LKO,JED,SVA;41,82
LKO,RUH,SVA;83,67
LKO,DXB,FDB;42,28
LKO,MCT,OMA;82,85
LKO,BOM,IGO;33,84
LKO,BOM,JAI;25,06
LKO,BOM,AIC;49,17
LKO,BOM,GOW;58,34
LKO,BOM,RSH;15,24
LKO,PAT,IGO;58,61
LKO,DED,AIC;98,66
LKO,DEL,IGO;85,29
LKO,DEL,JAI;73,17
LKO,DEL,AIC;65,14
LKO,DEL,GOW;73,55
LKO,DEL,RSH;2,57
LKO,DEL,SEJ;50,9
LKO,BLR,IGO;23,08
SXR,BOM,IGO;27,47
SXR,ATQ,SEJ;82,71
SXR,IXC,SEJ;85,04
SXR,DEL,IGO;43,35
SXR,DEL,JAI;44,48
SXR,DEL,AIC;51,66
SXR,DEL,GOW;94,86
SXR,DEL,RSH;5,29
SXR,DEL,SEJ;90,38
SXR,IXJ,IGO;6,94
SXR,IXJ,AIC;56,5
SXR,IXJ,GOW;8,11
SXR,IXJ,SEJ;17,7
SXR,IXL,AIC;79,94
LPQ,REP,LAO;45,82
LPQ,REP,HVN;69,73
LPQ,PKZ,LAO;29,57
LPQ,VTE,NDC;97,97
LPQ,VTE,LAO;4,22
LPQ,HAN,LAO;23,06
LPQ,HAN,HVN;19,82
LPQ,BKK,AFR;4,54
LPQ,BKK,ETD;66,85
LPQ,BKK,BKP;84,03
LPQ,BKK,LAO;6,99
LPQ,CNX,LAO;50,53
LPQ,JHG,LAO;26,26
PKZ,REP,LAO;23,2
PKZ,LPQ,LAO;40,48
PKZ,ZVK,LAO;22,41
PKZ,VTE,LAO;96,94
PKZ,SGN,LAO;37,93
ZVK,PKZ,LAO;72,77
ZVK,VTE,LAO;52,12
ZVK,BKK,LAO;87,79
VTE,PNH,LAO;82,85
VTE,PNH,HVN;58,96
VTE,LPQ,NDC;7,73
VTE,LPQ,LAO;94,96
VTE,PKZ,LAO;74,03
VTE,ZVK,LAO;61,01
VTE,HAN,LAO;37,33
VTE,HAN,HVN;13,45
VTE,KUL,AXM;77,16
VTE,SIN,LAO;1,07
VTE,CAN,LAO;37,79
VTE,NNG,CES;79,67
VTE,KMG,CES;44,08
VTE,KMG,LAO;90,38
VTE,BKK,NDC;5,77
VTE,BKK,BKP;94,42
VTE,BKK,LAO;83,49
VTE,BKK,THA;48
VTE,ICN,JNA;95,02
VTE,ICN,LAO;66,71
VTE,XKH,LAO;59,36
VTE,LXG,LAO;79,09
VTE,ODY,LAO;33,04
VTE,VII,HVN;57,29
MFM,KHH,EVA;46,74
MFM,KHH,TNA;55,06
MFM,KHH,AMU;45,12
MFM,RMQ,EVA;5,82
MFM,RMQ,TNA;44,65
MFM,TPE,EVA;71,91
MFM,TPE,TNA;99,43
MFM,TPE,AMU;19,47
MFM,NRT,ANA;76,77
MFM,NRT,AMU;58,1
MFM,FUK,AMU;19,6
MFM,OKJ,AMU;80,28
MFM,PUS,ABL;22,13
MFM,PUS,AMU;16,79
MFM,MNL,CEB;86,39
MFM,MNL,AMU;34,57
MFM,MNL,PAL;39,39
MFM,DMK,AIQ;8,39
MFM,DAD,AMU;78,05
MFM,HAN,AMU;46,66
MFM,KUL,AXM;23,65
MFM,SIN,TGW;40,17
MFM,PEK,CCA;81,92
MFM,PEK,AMU;31,28
MFM,TYN,CCA;77,36
MFM,TYN,AMU;62,59
MFM,NNG,CCA;39,57
MFM,NNG,AMU;47,06
MFM,CGO,CCA;17,84
MFM,CGO,AMU;58,88
MFM,WUH,CCA;86,62
MFM,WUH,AMU;44,07
MFM,KMG,CES;53,53
MFM,XMN,CCA;54,89
MFM,XMN,CSN;22,3
MFM,XMN,CXA;37,69
MFM,XMN,AMU;59,96
MFM,FOC,CSN;96,41
MFM,FOC,CXA;39,82
MFM,HGH,CCA;54,94
MFM,HGH,CSN;65,58
MFM,HGH,CXA;60,5
MFM,HGH,AMU;27,05
MFM,NGB,CCA;8,96
MFM,NGB,AMU;1,86
MFM,NKG,CCA;44,34
MFM,NKG,AMU;53,52
MFM,HFE,CCA;48,66
MFM,HFE,AMU;8,22
MFM,SHA,CCA;10,76
MFM,SHA,CSH;94,78
MFM,SHA,CES;76,29
MFM,SHA,AMU;25,06
MFM,CKG,CCA;91,21
MFM,CKG,AMU;41,78
MFM,CTU,CCA;55,97
MFM,CTU,AMU;5,63
MFM,PVG,CCA;61,19
MFM,PVG,CSH;7,84
MFM,PVG,DKH;73,2
MFM,PVG,CES;53,79
MFM,PVG,AMU;83,16
MFM,BKK,AMU;47,13
MFM,BKK,THA;86,91
MFM,ICN,JNA;34,55
MFM,ICN,AMU;63,08
MFM,ICN,AAR;89,37
MFM,CNX,AIQ;39,14
MFM,KIX,ANA;6,76
MFM,KIX,AMU;25,8
MFM,CRK,CEB;99,55
MFM,SHE,CCA;30,18
MFM,SHE,AMU;88,38
MFM,MWX,AMU;9,52
MFM,JJN,CSN;40,16
MFM,JJN,CXA;11,44
MFM,WUX,CSZ;81,75
KTM,IST,THY;24,67
KTM,AUH,ETD;17,08
KTM,DXB,FDB;54,38
KTM,SHJ,ABY;30,53
KTM,MCT,OMA;79,46
KTM,KHI,PIA;48,49
KTM,DOH,QTR;47,7
KTM,DOH,RNA;54,76
KTM,BOM,JAI;2,61
KTM,CCU,AIC;36,62
KTM,DAC,UBD;70,39
KTM,DAC,BBC;25,24
KTM,DAC,CPA;70,07
KTM,DAC,HDA;89,46
KTM,HKG,RNA;64,07
KTM,VNS,AIC;63,66
KTM,DEL,IGO;99,54
KTM,DEL,JAI;30,6
KTM,DEL,AIC;61,55
KTM,DEL,DRK;86,63
KTM,DEL,SEJ;22,95
KTM,PBH,DRK;67,31
KTM,KUL,XAX;33,92
KTM,KUL,MAS;16,97
KTM,KUL,RNA;42,11
KTM,SIN,SLK;68,66
KTM,SIN,SIA;76,83
KTM,CAN,CSN;97,7
KTM,KMG,CES;45,53
KTM,CTU,CCA;45,78
KTM,BKK,RNA;71,67
KTM,BKK,THA;18,88
KTM,ICN,KAL;93,67
KTM,LXA,CCA;27,41
KTM,DWC,FDB;17,61
AGX,COK,AIC;51,39
BLR,FRA,AIC;36,51
BLR,FRA,DLH;83,97
BLR,LHR,AAL;14,92
BLR,LHR,BAW;87,07
BLR,CDG,AFR;92,86
BLR,DMM,SVA;59,81
BLR,JED,SVA;75,16
BLR,RUH,SVA;23,8
BLR,AUH,JAI;71,76
BLR,AUH,AZA;87,52
BLR,AUH,ETD;49,94
BLR,DXB,UAE;76,32
BLR,SHJ,ABY;78,06
BLR,MCT,OMA;63,76
BLR,DOH,QTR;89,56
BLR,AMD,IGO;11,97
BLR,BOM,IGO;35,88
BLR,BOM,JAI;9,97
BLR,BOM,AIC;78
BLR,BOM,GOW;5,85
BLR,BOM,RSH;85,95
BLR,BOM,SEJ;85,07
BLR,IXG,SEJ;64,39
BLR,GOI,IGO;48,62
BLR,GOI,JAI;22,15
BLR,GOI,AIC;4,42
BLR,GOI,GOW;56,87
BLR,GOI,RSH;74,3
BLR,GOI,SEJ;32,46
BLR,IDR,JAI;4,84
BLR,IDR,RSH;12,09
BLR,NAG,IGO;58,5
BLR,PNQ,IGO;96,06
BLR,PNQ,JAI;54,77
BLR,PNQ,GOW;24,75
BLR,PNQ,RSH;57,19
BLR,PNQ,SEJ;37,88
BLR,CMB,LPR;4,6
BLR,CMB,ALK;51,18
BLR,BBI,IGO;6,41
BLR,CCU,IGO;77,73
BLR,CCU,JAI;42,93
BLR,CCU,AIC;51,22
BLR,CCU,RSH;32,99
BLR,CCU,SEJ;91,6
BLR,VTZ,IGO;71,7
BLR,VTZ,JAI;91,99
BLR,VTZ,RSH;7,55
BLR,VTZ,SEJ;49,23
BLR,HKG,CPA;1,68
BLR,HKG,HDA;11,15
BLR,DEL,IGO;65,18
BLR,DEL,JAI;76,28
BLR,DEL,AIC;38,18
BLR,DEL,GOW;47,29
BLR,DEL,RSH;35,16
BLR,DEL,SEJ;81,83
BLR,JAI,IGO;41,94
BLR,LKO,IGO;32,81
BLR,VGA,SEJ;95,67
BLR,CJB,JAI;78,98
BLR,CJB,RSH;91,38
BLR,COK,IGO;69,8
BLR,COK,JAI;70,78
BLR,COK,AIC;9,03
BLR,COK,RSH;42,59
BLR,COK,SEJ;36,1
BLR,CCJ,SEJ;24,69
BLR,HYD,IGO;84,12
BLR,HYD,JAI;23,73
BLR,HYD,AIC;84,61
BLR,HYD,RSH;64,05
BLR,HYD,SEJ;21,73
BLR,IXE,JAI;86,49
BLR,IXE,AIC;97,73
BLR,IXE,RSH;89,96
BLR,IXE,SEJ;46,16
BLR,MAA,IGO;21,1
BLR,MAA,JAI;58,63
BLR,MAA,AIC;83,53
BLR,MAA,MAU;3,79
BLR,MAA,RSH;20,99
BLR,MAA,SEJ;34,15
BLR,TRV,IGO;80,85
BLR,TRV,JAI;55,16
BLR,TRV,AIC;93,17
BLR,TRV,RSH;78,08
BLR,KUL,JAI;85,04
BLR,KUL,AXM;59,73
BLR,KUL,MAS;47,23
BLR,SIN,SLK;80,09
BLR,SIN,SIA;32,44
BLR,SIN,TGW;10,24
BLR,BKK,THA;25,21
BLR,HBX,SEJ;30,08
BLR,GAU,IGO;8,63
BLR,MYQ,SEJ;57,55
VGA,BLR,SEJ;52,81
VGA,HYD,AIC;76,63
VGA,HYD,SEJ;27,1
CJB,SHJ,ABY;52,87
CJB,BOM,IGO;49,17
CJB,BOM,JAI;5,14
CJB,BOM,AIC;61,56
CJB,BOM,RSH;99,02
CJB,BOM,SEJ;55,25
CJB,DEL,IGO;58,41
CJB,BLR,JAI;61,69
CJB,BLR,RSH;60,34
CJB,CCJ,AIC;33
CJB,HYD,SEJ;15,59
CJB,MAA,IGO;38,41
CJB,MAA,JAI;0,64
CJB,MAA,RSH;11,41
CJB,MAA,SEJ;40,87
CJB,SIN,SLK;58,94
CJB,SIN,SIA;85,61
COK,BAH,GBA;44,5
COK,DMM,JAI;44,45
COK,DMM,SVA;97,76
COK,RUH,SVA;44,4
COK,KWI,KAC;17,1
COK,AUH,JAI;26,13
COK,AUH,AZA;46,07
COK,AUH,ETD;56,83
COK,AUH,AXB;19,7
COK,DXB,IGO;31,64
COK,DXB,UAE;78,92
COK,DXB,AXB;27,99
COK,DXB,SEJ;90,3
COK,SHJ,JAI;4,96
COK,SHJ,AIC;51,29
COK,SHJ,ABY;11,3
COK,SHJ,AXB;56,79
COK,MCT,JAI;36,29
COK,MCT,AXB;37,55
COK,MCT,OMA;30,2
COK,DOH,JAI;8,6
COK,DOH,QTR;35,66
COK,BOM,IGO;72,99
COK,BOM,JAI;90,04
COK,BOM,AIC;85,02
COK,BOM,GOW;76,28
COK,BOM,AXB;69,16
COK,BOM,RSH;76,27
COK,BOM,SEJ;66,56
COK,PNQ,SEJ;30,31
COK,CMB,LPR;99,31
COK,CMB,ALK;69,67
COK,DEL,IGO;68,75
COK,DEL,AIC;28,24
COK,AGX,AIC;37,05
COK,BLR,IGO;94,26
COK,BLR,JAI;0,02
COK,BLR,AIC;20,62
COK,BLR,RSH;5,22
COK,BLR,SEJ;2,08
COK,CCJ,AIC;65,25
COK,CCJ,AXB;78,6
COK,HYD,IGO;75,43
COK,HYD,SEJ;21,92
COK,MAA,IGO;51,6
COK,MAA,JAI;31,22
COK,MAA,AIC;0,51
COK,MAA,RSH;86,07
COK,MAA,SEJ;5,29
COK,TRV,IGO;90,01
COK,TRV,AIC;54,51
COK,TRV,AXB;75,53
COK,MLE,SEJ;50,84
COK,KUL,AXM;52,11
COK,KUL,MAS;76,79
COK,KUL,MXD;6,74
COK,SIN,SLK;7,24
COK,SIN,SIA;5,78
COK,SIN,TGW;32,86
CCJ,BAH,AXB;19,25
CCJ,DMM,AXB;29,26
CCJ,DMM,SVA;2,32
CCJ,JED,AIC;75,23
CCJ,JED,SVA;74,77
CCJ,RUH,AIC;82,61
CCJ,RUH,SVA;38,38
CCJ,KWI,AXB;94,5
CCJ,AUH,JAI;58,54
CCJ,AUH,ETD;90,72
CCJ,AUH,AXB;90,06
CCJ,DXB,AIC;34,8
CCJ,DXB,UAE;95,8
CCJ,DXB,AXB;59,75
CCJ,SHJ,AIC;82,73
CCJ,SHJ,ABY;43,73
CCJ,SHJ,AXB;41,93
CCJ,MCT,AXB;38,23
CCJ,MCT,OMA;94,95
CCJ,SLL,AXB;89,69
CCJ,DOH,QTR;24,74
CCJ,BOM,JAI;21,5
CCJ,BOM,AXB;55,46
CCJ,BOM,RSH;63,38
CCJ,BLR,SEJ;27,32
CCJ,CJB,AIC;32,8
CCJ,COK,AIC;71,06
CCJ,COK,AXB;25,15
CCJ,IXE,AXB;97,81
CCJ,MAA,SEJ;82,59
CCJ,AAN,AXB;65,92
HYD,LHR,AAL;33,85
HYD,LHR,BAW;78,08
HYD,DMM,SVA;56,56
HYD,JED,AIC;3,59
HYD,JED,SVA;90,15
HYD,RUH,SVA;50,47
HYD,AUH,JAI;74,83
HYD,AUH,ETD;84,59
HYD,DXB,IGO;27,89
HYD,DXB,UAE;85,75
HYD,DXB,FDB;35,26
HYD,SHJ,AIC;53,09
HYD,SHJ,ABY;71,52
HYD,MCT,AIC;86,81
HYD,MCT,OMA;93,85
HYD,DOH,QTR;35,85
HYD,AMD,IGO;2,07
HYD,AMD,AIC;23,62
HYD,AMD,SEJ;37,36
HYD,BOM,IGO;95,71
HYD,BOM,JAI;21,41
HYD,BOM,AIC;74,79
HYD,BOM,RSH;16,21
HYD,BOM,SEJ;11,13
HYD,GOI,IGO;77,3
HYD,GOI,SEJ;36,97
HYD,IDR,SEJ;29,05
HYD,PNQ,IGO;97,26
HYD,PNQ,JAI;23,22
HYD,PNQ,AIC;71,13
HYD,PNQ,RSH;65,6
HYD,PNQ,SEJ;62,48
HYD,RPR,IGO;69,65
HYD,BBI,IGO;84,19
